,conceptA,conceptB,isPrerequisite,dataset,file,conceptA_ind,conceptB_ind
54,activation values,error cost function,0,moocML,mooc,128,415
55,activation values,feature vector,0,moocML,mooc,128,132
56,activation values,forward propagation,1,moocML,mooc,128,294
57,activation values,gradient descent,0,moocML,mooc,128,298
58,hidden layer,activation values,1,moocML,mooc,347,128
59,hidden unit,activation values,1,moocML,mooc,314,128
60,activation values,recall,0,moocML,mooc,128,88
61,activation values,input layer,0,moocML,mooc,128,350
62,activation values,input units,0,moocML,mooc,128,213
63,activation values,learning method,0,moocML,mooc,128,75
64,activation values,linear regression,0,moocML,mooc,128,80
65,activation values,logistic function,0,moocML,mooc,128,227
66,activation values,logistic regression,0,moocML,mooc,128,35
67,activation values,loss function,0,moocML,mooc,128,409
68,activation values,matrix vector multiplication,0,moocML,mooc,128,136
69,neural network,activation values,1,moocML,mooc,18,128
70,activation values,nonlinear hypotheses,0,moocML,mooc,128,382
71,activation values,matrix,0,moocML,mooc,128,28
72,activation values,optimization algorithms,0,moocML,mooc,128,363
73,activation values,output label,0,moocML,mooc,128,237
74,activation values,output layer,0,moocML,mooc,128,396
75,activation values,output unit,0,moocML,mooc,128,96
76,activation values,partial derivative,0,moocML,mooc,128,198
77,activation values,polynomial terms,0,moocML,mooc,128,383
78,activation values,regression model,0,moocML,mooc,128,312
79,activation values,regularization,0,moocML,mooc,128,4
80,activation values,sigmoid function,0,moocML,mooc,128,371
81,activation values,squared error,0,moocML,mooc,128,218
82,activation values,training data,0,moocML,mooc,128,118
83,activation values,training data set,0,moocML,mooc,128,147
84,activation values,vector multiplication,0,moocML,mooc,128,267
85,boosting algorithm,adaboost,1,moocML,mooc,345,405
86,adaboost,classification error,0,moocML,mooc,405,148
87,adaboost,computer vision,0,moocML,mooc,405,232
88,adaboost,data set,0,moocML,mooc,405,27
89,adaboost,decision boundaries,0,moocML,mooc,405,209
90,adaboost,decision stamp,0,moocML,mooc,405,200
91,adaboost,decision tree,0,moocML,mooc,405,250
92,adaboost,face detection,0,moocML,mooc,405,69
93,adaboost,precision,0,moocML,mooc,405,180
94,adaboost,recall,0,moocML,mooc,405,88
95,learning method,adaboost,1,moocML,mooc,75,405
96,adaboost,loss function,0,moocML,mooc,405,409
97,machine learning,adaboost,1,moocML,mooc,296,405
98,machine learning algorithm,adaboost,1,moocML,mooc,238,405
99,negative example,adaboost,1,moocML,mooc,49,405
100,adaboost,optimal solution,0,moocML,mooc,405,130
101,positive data,adaboost,1,moocML,mooc,311,405
102,adaboost,sentiment analysis,0,moocML,mooc,405,149
103,training data,adaboost,1,moocML,mooc,118,405
104,training error,adaboost,1,moocML,mooc,236,405
105,weak classifier,adaboost,1,moocML,mooc,105,405
106,adaboost,overfitting,0,moocML,mooc,405,91
107,cluster,agglomerative clustering,1,moocML,mooc,157,402
108,clustering algorithm,agglomerative clustering,1,moocML,mooc,389,402
109,agglomerative clustering,features,0,moocML,mooc,402,301
110,data set,agglomerative clustering,1,moocML,mooc,27,402
111,agglomerative clustering,feature space,0,moocML,mooc,402,270
112,hierarchical clustering,agglomerative clustering,1,moocML,mooc,12,402
113,k means,agglomerative clustering,1,moocML,mooc,366,402
114,agglomerative clustering,mixture model,0,moocML,mooc,402,310
115,agglomerative clustering,nearest neighbors,0,moocML,mooc,402,285
116,anomalous example,anomaly detection,1,moocML,mooc,351,278
117,anomalous example,classification accuracy,0,moocML,mooc,351,352
118,anomalous example,cluster,0,moocML,mooc,351,157
119,anomalous example,features,0,moocML,mooc,351,301
120,anomalous example,cross validation,0,moocML,mooc,351,56
121,anomalous example,cross validation sets,0,moocML,mooc,351,404
122,data set,anomalous example,1,moocML,mooc,27,351
123,anomalous example,error analysis,0,moocML,mooc,351,422
124,anomalous example,evaluation metrics,0,moocML,mooc,351,266
125,anomalous example,f1 score,0,moocML,mooc,351,131
126,anomalous example,false negative,0,moocML,mooc,351,30
127,anomalous example,false positives,0,moocML,mooc,351,230
128,anomalous example,feature vector,0,moocML,mooc,351,132
129,anomalous example,gaussian density,0,moocML,mooc,351,144
130,anomalous example,recall,0,moocML,mooc,351,88
131,labeled data,anomalous example,1,moocML,mooc,112,351
132,anomalous example,learning method,0,moocML,mooc,351,75
133,anomalous example,learning problem,0,moocML,mooc,351,357
134,anomalous example,machine learning,0,moocML,mooc,351,296
135,anomalous example,non-anomalous examples,0,moocML,mooc,351,395
136,anomalous example,parameter estimation,0,moocML,mooc,351,102
137,anomalous example,standard deviation,0,moocML,mooc,351,64
138,anomalous example,supervised learning,0,moocML,mooc,351,273
139,anomalous example,test data,0,moocML,mooc,351,324
140,anomalous example,test data set,0,moocML,mooc,351,107
141,training data,anomalous example,1,moocML,mooc,118,351
142,training data set,anomalous example,1,moocML,mooc,147,351
143,anomalous example,true negatives,0,moocML,mooc,351,145
144,anomalous example,true positives,0,moocML,mooc,351,41
145,anomalous example,unsupervised learning,0,moocML,mooc,351,181
146,anomalous example,validation set,0,moocML,mooc,351,51
147,anomaly detection,big data sets,0,moocML,mooc,278,368
148,anomaly detection,classification accuracy,0,moocML,mooc,278,352
149,anomaly detection,cluster,0,moocML,mooc,278,157
150,anomaly detection,features,0,moocML,mooc,278,301
151,anomaly detection,computer vision,0,moocML,mooc,278,232
152,anomaly detection,covariance matrix,0,moocML,mooc,278,430
153,anomaly detection,cross validation,0,moocML,mooc,278,56
154,anomaly detection,cross validation sets,0,moocML,mooc,278,404
155,data set,anomaly detection,1,moocML,mooc,27,278
156,anomaly detection,dimensionality reduction,0,moocML,mooc,278,421
157,anomaly detection,error analysis,0,moocML,mooc,278,422
158,anomaly detection,evaluation metrics,0,moocML,mooc,278,266
159,anomaly detection,f1 score,0,moocML,mooc,278,131
160,anomaly detection,false negative,0,moocML,mooc,278,30
161,anomaly detection,false positives,0,moocML,mooc,278,230
162,anomaly detection,feature vector,0,moocML,mooc,278,132
163,anomaly detection,gaussian density,0,moocML,mooc,278,144
164,anomaly detection,gaussian model,0,moocML,mooc,278,186
165,anomaly detection,hierarchical clustering,0,moocML,mooc,278,12
166,anomaly detection,precision,0,moocML,mooc,278,180
167,anomaly detection,recall,0,moocML,mooc,278,88
168,anomaly detection,identity matrics,0,moocML,mooc,278,339
169,anomaly detection,k means,0,moocML,mooc,278,366
170,labeled data,anomaly detection,1,moocML,mooc,112,278
171,anomaly detection,learning curve,0,moocML,mooc,278,182
172,learning method,anomaly detection,1,moocML,mooc,75,278
173,learning problem,anomaly detection,1,moocML,mooc,357,278
174,learning system,anomaly detection,1,moocML,mooc,292,278
175,anomaly detection,linear algebra,0,moocML,mooc,278,199
176,anomaly detection,linear regression,0,moocML,mooc,278,80
177,anomaly detection,logistic regression,0,moocML,mooc,278,35
178,machine learning,anomaly detection,1,moocML,mooc,296,278
179,machine learning algorithm,anomaly detection,1,moocML,mooc,238,278
180,machine learning system,anomaly detection,1,moocML,mooc,309,278
181,anomaly detection,maximum likelihood,0,moocML,mooc,278,100
182,anomaly detection,maximum likelihood estimate,0,moocML,mooc,278,16
183,anomaly detection,multivariate gaussian distribution,0,moocML,mooc,278,183
184,anomaly detection,multivariate gaussian model,0,moocML,mooc,278,125
185,negative example,anomaly detection,1,moocML,mooc,49,278
186,anomaly detection,neural network,0,moocML,mooc,278,18
187,non-anomalous examples,anomaly detection,1,moocML,mooc,395,278
188,anomaly detection,matrix,0,moocML,mooc,278,28
189,anomaly detection,parameter estimation,0,moocML,mooc,278,102
190,positive data,anomaly detection,1,moocML,mooc,311,278
191,positive training example,anomaly detection,1,moocML,mooc,47,278
192,anomaly detection,probability density,0,moocML,mooc,278,376
193,anomaly detection,random variable,0,moocML,mooc,278,244
194,anomaly detection,recommender system,0,moocML,mooc,278,216
195,anomaly detection,regularization,0,moocML,mooc,278,4
196,anomaly detection,standard deviation,0,moocML,mooc,278,64
197,supervised learning,anomaly detection,1,moocML,mooc,273,278
198,anomaly detection,symmetric matrix,0,moocML,mooc,278,307
199,anomaly detection,test data,0,moocML,mooc,278,324
200,anomaly detection,test data set,0,moocML,mooc,278,107
201,training data,anomaly detection,1,moocML,mooc,118,278
202,training data set,anomaly detection,1,moocML,mooc,147,278
203,anomaly detection,true negatives,0,moocML,mooc,278,145
204,anomaly detection,true positives,0,moocML,mooc,278,41
205,unsupervised learning,anomaly detection,1,moocML,mooc,181,278
206,anomaly detection,validation set,0,moocML,mooc,278,51
207,anomaly detection,variance problem,0,moocML,mooc,278,431
208,bias unit,back prop,1,moocML,mooc,101,417
209,classification problem,back prop,1,moocML,mooc,185,417
210,features,back prop,1,moocML,mooc,301,417
211,derivative term,back prop,1,moocML,mooc,120,417
212,error cost function,back prop,1,moocML,mooc,415,417
213,forward propagation,back prop,1,moocML,mooc,294,417
214,global optimum,back prop,1,moocML,mooc,239,417
215,back prop,gradient checking,0,moocML,mooc,417,233
216,gradient descent,back prop,1,moocML,mooc,298,417
217,hidden layer,back prop,1,moocML,mooc,347,417
218,hidden unit,back prop,1,moocML,mooc,314,417
219,back prop,recall,0,moocML,mooc,417,88
220,hypothesis,back prop,1,moocML,mooc,42,417
221,input layer,back prop,1,moocML,mooc,350,417
222,input units,back prop,1,moocML,mooc,213,417
223,learning method,back prop,1,moocML,mooc,75,417
224,learning rate,back prop,1,moocML,mooc,401,417
225,linear regression,back prop,1,moocML,mooc,80,417
226,local minimum,back prop,1,moocML,mooc,170,417
227,local optima,back prop,1,moocML,mooc,214,417
228,logistic function,back prop,1,moocML,mooc,227,417
229,logistic regression,back prop,1,moocML,mooc,35,417
230,loss function,back prop,1,moocML,mooc,409,417
231,multi-class classification,back prop,1,moocML,mooc,53,417
232,neural network,back prop,1,moocML,mooc,18,417
233,back prop,neural network learning,1,moocML,mooc,417,173
234,matrix,back prop,1,moocML,mooc,28,417
235,optimization algorithms,back prop,1,moocML,mooc,363,417
236,back prop,output label,0,moocML,mooc,417,237
237,output layer,back prop,1,moocML,mooc,396,417
238,output unit,back prop,1,moocML,mooc,96,417
239,parameter vector,back prop,1,moocML,mooc,81,417
240,partial derivative,back prop,1,moocML,mooc,198,417
241,back prop,regularization,0,moocML,mooc,417,4
242,squared error,back prop,1,moocML,mooc,218,417
243,training data,back prop,1,moocML,mooc,118,417
244,training data set,back prop,1,moocML,mooc,147,417
245,big data sets,batch gradient descent,1,moocML,mooc,368,387
246,batch gradient descent,cluster,0,moocML,mooc,387,157
247,batch gradient descent,features,0,moocML,mooc,387,301
248,batch gradient descent,convex function,0,moocML,mooc,387,55
249,batch gradient descent,data set,0,moocML,mooc,387,27
250,derivative term,batch gradient descent,1,moocML,mooc,120,387
251,batch gradient descent,error cost function,0,moocML,mooc,387,415
252,global minimum,batch gradient descent,1,moocML,mooc,171,387
253,global optimum,batch gradient descent,1,moocML,mooc,239,387
254,gradient descent,batch gradient descent,1,moocML,mooc,298,387
255,hypothesis,batch gradient descent,1,moocML,mooc,42,387
256,iterative algorithm,batch gradient descent,1,moocML,mooc,406,387
257,batch gradient descent,learning curve,0,moocML,mooc,387,182
258,learning method,batch gradient descent,1,moocML,mooc,75,387
259,learning problem,batch gradient descent,1,moocML,mooc,357,387
260,batch gradient descent,learning rate,1,moocML,mooc,387,401
261,linear algebra,batch gradient descent,1,moocML,mooc,199,387
262,batch gradient descent,linear regression,0,moocML,mooc,387,80
263,local optima,batch gradient descent,1,moocML,mooc,214,387
264,batch gradient descent,logistic regression,0,moocML,mooc,387,35
265,loss function,batch gradient descent,1,moocML,mooc,409,387
266,batch gradient descent,machine learning,0,moocML,mooc,387,296
267,batch gradient descent,machine learning algorithm,0,moocML,mooc,387,238
268,batch gradient descent,massive training set,0,moocML,mooc,387,264
269,batch gradient descent,mini-batch gradient descent,1,moocML,mooc,387,327
270,batch gradient descent,mini-batch size,1,moocML,mooc,387,246
271,batch gradient descent,neural network,0,moocML,mooc,387,18
272,batch gradient descent,normal equation,0,moocML,mooc,387,33
273,batch gradient descent,online learning,0,moocML,mooc,387,271
274,optimization algorithms,batch gradient descent,1,moocML,mooc,363,387
275,optimization objective,batch gradient descent,1,moocML,mooc,142,387
276,partial derivative,batch gradient descent,1,moocML,mooc,198,387
277,batch gradient descent,regression model,0,moocML,mooc,387,312
278,squared error,batch gradient descent,1,moocML,mooc,218,387
279,batch gradient descent,stochastic gradient algorithm,0,moocML,mooc,387,84
280,batch gradient descent,training data,0,moocML,mooc,387,118
281,batch gradient descent,training data set,0,moocML,mooc,387,147
282,bayesian approach,bayesian inference,1,moocML,mooc,169,74
283,bayesian approach,cluster center,0,moocML,mooc,169,256
284,bayesian approach,cluster,0,moocML,mooc,169,157
285,bayesian approach,clustering algorithm,0,moocML,mooc,169,389
286,bayesian approach,coordinate descent,0,moocML,mooc,169,429
287,bayesian approach,covariance matrix,0,moocML,mooc,169,430
288,bayesian approach,gibbs sampler,0,moocML,mooc,169,123
289,bayesian approach,recall,0,moocML,mooc,169,88
290,bayesian approach,k means,0,moocML,mooc,169,366
291,bayesian approach,latent dirichlet allocation,0,moocML,mooc,169,135
292,log likelihood,bayesian approach,1,moocML,mooc,424,169
293,bayesian approach,loss function,0,moocML,mooc,169,409
294,maximum likelihood,bayesian approach,1,moocML,mooc,100,169
295,maximum likelihood estimate,bayesian approach,1,moocML,mooc,16,169
296,bayesian approach,mixture model,0,moocML,mooc,169,310
297,bayesian approach,model parameters,0,moocML,mooc,169,38
298,bayesian approach,matrix,0,moocML,mooc,169,28
299,bayesian inference,big data sets,0,moocML,mooc,74,368
300,bayesian inference,cluster,0,moocML,mooc,74,157
301,bayesian inference,clustering algorithm,0,moocML,mooc,74,389
302,bayesian inference,features,0,moocML,mooc,74,301
303,conditional distribution,bayesian inference,1,moocML,mooc,78,74
304,bayesian inference,coordinate descent,0,moocML,mooc,74,429
305,data set,bayesian inference,1,moocML,mooc,27,74
306,bayesian inference,expectation maximization,0,moocML,mooc,74,328
307,bayesian inference,gibbs sampler,1,moocML,mooc,74,123
308,bayesian inference,gradient descent,0,moocML,mooc,74,298
309,bayesian inference,recall,0,moocML,mooc,74,88
310,joint model probability,bayesian inference,1,moocML,mooc,77,74
311,bayesian inference,k means,0,moocML,mooc,74,366
312,bayesian inference,latent dirichlet allocation,1,moocML,mooc,74,135
313,learning method,bayesian inference,1,moocML,mooc,75,74
314,learning problem,bayesian inference,1,moocML,mooc,357,74
315,bayesian inference,locality sensitive hashing,0,moocML,mooc,74,377
316,bayesian inference,loss function,0,moocML,mooc,74,409
317,machine learning,bayesian inference,1,moocML,mooc,296,74
318,machine learning algorithm,bayesian inference,1,moocML,mooc,238,74
319,maximum likelihood,bayesian inference,1,moocML,mooc,100,74
320,maximum likelihood estimate,bayesian inference,1,moocML,mooc,16,74
321,bayesian inference,mixture model,0,moocML,mooc,74,310
322,model parameters,bayesian inference,1,moocML,mooc,38,74
323,bayesian inference,nearest neighbor search,0,moocML,mooc,74,32
324,bayesian inference,nearest neighbors,0,moocML,mooc,74,285
325,probabilistic model,bayesian inference,1,moocML,mooc,7,74
326,bayesian inference,stochastic gradient algorithm,0,moocML,mooc,74,84
327,bayesian inference,supervised learning,0,moocML,mooc,74,273
328,bayesian inference,unsupervised learning,0,moocML,mooc,74,181
329,bias problem,classification approach,0,moocML,mooc,425,126
330,bias problem,features,0,moocML,mooc,425,301
331,bias problem,cross validation,0,moocML,mooc,425,56
332,bias problem,cross validation error,1,moocML,mooc,425,326
333,bias problem,cross validation sets,0,moocML,mooc,425,404
334,data set,bias problem,1,moocML,mooc,27,425
335,evaluation metrics,bias problem,1,moocML,mooc,266,425
336,generalization error,bias problem,1,moocML,mooc,388,425
337,bias problem,hidden layer,0,moocML,mooc,425,347
338,bias problem,hidden unit,0,moocML,mooc,425,314
339,bias problem,high order polynomial,0,moocML,mooc,425,284
340,hypothesis,bias problem,1,moocML,mooc,42,425
341,bias problem,learning curve,1,moocML,mooc,425,182
342,learning method,bias problem,1,moocML,mooc,75,425
343,learning problem,bias problem,1,moocML,mooc,357,425
344,learning system,bias problem,1,moocML,mooc,292,425
345,bias problem,linear regression,0,moocML,mooc,425,80
346,bias problem,logistic regression,0,moocML,mooc,425,35
347,loss function,bias problem,1,moocML,mooc,409,425
348,machine learning,bias problem,1,moocML,mooc,296,425
349,bias problem,machine learning system,0,moocML,mooc,425,309
350,massive training set,bias problem,1,moocML,mooc,264,425
351,model selection,bias problem,1,moocML,mooc,358,425
352,bias problem,neural network,0,moocML,mooc,425,18
353,bias problem,optimization objective,0,moocML,mooc,425,142
354,bias problem,parameter vector,0,moocML,mooc,425,81
355,bias problem,polynomial features,0,moocML,mooc,425,355
356,bias problem,regularization,1,moocML,mooc,425,4
357,bias problem,regularized linear regression,0,moocML,mooc,425,295
358,bias problem,squared error,0,moocML,mooc,425,218
359,supervised learning,bias problem,1,moocML,mooc,273,425
360,test data set,bias problem,1,moocML,mooc,107,425
361,test error,bias problem,1,moocML,mooc,191,425
362,training data,bias problem,1,moocML,mooc,118,425
363,training data set,bias problem,1,moocML,mooc,147,425
364,training error,bias problem,1,moocML,mooc,236,425
365,bias problem,validation error,0,moocML,mooc,425,203
366,bias problem,validation set,0,moocML,mooc,425,51
367,bias problem,variance problem,0,moocML,mooc,425,431
368,bias problem,overfitting,0,moocML,mooc,425,91
369,bias problem,underfitting,0,moocML,mooc,425,138
370,bias unit,binary classification,0,moocML,mooc,101,308
371,bias unit,classification problem,0,moocML,mooc,101,185
372,bias unit,features,0,moocML,mooc,101,301
373,bias unit,decision boundaries,0,moocML,mooc,101,209
374,bias unit,error cost function,0,moocML,mooc,101,415
375,bias unit,feature vector,0,moocML,mooc,101,132
376,bias unit,forward propagation,1,moocML,mooc,101,294
377,hidden layer,bias unit,1,moocML,mooc,347,101
378,hidden unit,bias unit,1,moocML,mooc,314,101
379,bias unit,hypothesis,0,moocML,mooc,101,42
380,input layer,bias unit,1,moocML,mooc,350,101
381,input units,bias unit,1,moocML,mooc,213,101
382,bias unit,learning method,0,moocML,mooc,101,75
383,bias unit,learning problem,0,moocML,mooc,101,357
384,bias unit,linear regression,0,moocML,mooc,101,80
385,bias unit,logistic function,0,moocML,mooc,101,227
386,bias unit,logistic regression,0,moocML,mooc,101,35
387,bias unit,loss function,0,moocML,mooc,101,409
388,bias unit,matrix vector multiplication,0,moocML,mooc,101,136
389,bias unit,multi-class classification,0,moocML,mooc,101,53
390,bias unit,negative example,0,moocML,mooc,101,49
391,neural network,bias unit,1,moocML,mooc,18,101
392,bias unit,nonlinear hypotheses,0,moocML,mooc,101,382
393,bias unit,matrix,0,moocML,mooc,101,28
394,bias unit,output layer,0,moocML,mooc,101,396
395,bias unit,output unit,0,moocML,mooc,101,96
396,parameter vector,bias unit,1,moocML,mooc,81,101
397,bias unit,partial derivative,0,moocML,mooc,101,198
398,bias unit,polynomial terms,0,moocML,mooc,101,383
399,bias unit,positive data,0,moocML,mooc,101,311
400,bias unit,regression model,0,moocML,mooc,101,312
401,bias unit,regularization,0,moocML,mooc,101,4
402,bias unit,sigmoid function,0,moocML,mooc,101,371
403,bias unit,squared error,0,moocML,mooc,101,218
404,bias unit,training data,0,moocML,mooc,101,118
405,bias unit,training data set,0,moocML,mooc,101,147
406,bias unit,vector multiplication,0,moocML,mooc,101,267
407,bias variance trade-off,classification problem,0,moocML,mooc,373,185
408,bias variance trade-off,features,0,moocML,mooc,373,301
409,bias variance trade-off,coordinate descent,0,moocML,mooc,373,429
410,bias variance trade-off,cross validation,0,moocML,mooc,373,56
411,data set,bias variance trade-off,1,moocML,mooc,27,373
412,bias variance trade-off,decision boundaries,0,moocML,mooc,373,209
413,error analysis,bias variance trade-off,1,moocML,mooc,422,373
414,bias variance trade-off,feature scaling,0,moocML,mooc,373,67
415,bias variance trade-off,feature selection,0,moocML,mooc,373,110
416,bias variance trade-off,feature space,0,moocML,mooc,373,270
417,bias variance trade-off,feature vector,0,moocML,mooc,373,132
418,bias variance trade-off,gaussian kernel,0,moocML,mooc,373,104
419,generalization error,bias variance trade-off,1,moocML,mooc,388,373
420,bias variance trade-off,generalized linear models,0,moocML,mooc,373,299
421,bias variance trade-off,global minimum,0,moocML,mooc,373,171
422,bias variance trade-off,gradient descent,0,moocML,mooc,373,298
423,recall,bias variance trade-off,1,moocML,mooc,88,373
424,bias variance trade-off,hypothesis,0,moocML,mooc,373,42
425,bias variance trade-off,identity matrics,0,moocML,mooc,373,339
426,bias variance trade-off,inner product,0,moocML,mooc,373,211
427,input data,bias variance trade-off,1,moocML,mooc,334,373
428,bias variance trade-off,input space,0,moocML,mooc,373,17
429,bias variance trade-off,kernel function,0,moocML,mooc,373,348
430,bias variance trade-off,kernel regression,0,moocML,mooc,373,258
431,learning method,bias variance trade-off,1,moocML,mooc,75,373
432,learning problem,bias variance trade-off,1,moocML,mooc,357,373
433,learning system,bias variance trade-off,1,moocML,mooc,292,373
434,bias variance trade-off,least squares,0,moocML,mooc,373,45
435,bias variance trade-off,linear classifier,0,moocML,mooc,373,134
436,bias variance trade-off,linear kernel,0,moocML,mooc,373,413
437,bias variance trade-off,linear model,0,moocML,mooc,373,63
438,bias variance trade-off,linear regression,0,moocML,mooc,373,80
439,bias variance trade-off,local optima,0,moocML,mooc,373,214
440,bias variance trade-off,logistic regression,0,moocML,mooc,373,35
441,loss function,bias variance trade-off,1,moocML,mooc,409,373
442,machine learning,bias variance trade-off,1,moocML,mooc,296,373
443,machine learning algorithm,bias variance trade-off,1,moocML,mooc,238,373
444,bias variance trade-off,machine learning application,0,moocML,mooc,373,241
445,machine learning system,bias variance trade-off,1,moocML,mooc,309,373
446,bias variance trade-off,maximum likelihood,0,moocML,mooc,373,100
447,bias variance trade-off,maximum likelihood estimate,0,moocML,mooc,373,16
448,bias variance trade-off,mean square error,0,moocML,mooc,373,381
449,bias variance trade-off,minimization problem,0,moocML,mooc,373,224
450,model complexity,bias variance trade-off,1,moocML,mooc,8,373
451,model selection,bias variance trade-off,1,moocML,mooc,358,373
452,bias variance trade-off,multi-class classification,0,moocML,mooc,373,53
453,bias variance trade-off,nearest neighbors,0,moocML,mooc,373,285
454,bias variance trade-off,negative example,0,moocML,mooc,373,49
455,bias variance trade-off,neural network,0,moocML,mooc,373,18
456,bias variance trade-off,matrix,0,moocML,mooc,373,28
457,bias variance trade-off,optimization objective,0,moocML,mooc,373,142
458,bias variance trade-off,optimization problem,0,moocML,mooc,373,304
459,bias variance trade-off,parameter vector,0,moocML,mooc,373,81
460,bias variance trade-off,polynomial kernel,0,moocML,mooc,373,416
461,bias variance trade-off,polynomial regression,0,moocML,mooc,373,372
462,bias variance trade-off,positive class,0,moocML,mooc,373,29
463,bias variance trade-off,predicted value,0,moocML,mooc,373,275
464,prediction error,bias variance trade-off,1,moocML,mooc,385,373
465,bias variance trade-off,regression model,0,moocML,mooc,373,312
466,bias variance trade-off,regularization,1,moocML,mooc,373,4
467,bias variance trade-off,regularized logistic regression,0,moocML,mooc,373,117
468,bias variance trade-off,squared error,0,moocML,mooc,373,218
469,bias variance trade-off,string kernel,0,moocML,mooc,373,97
470,bias variance trade-off,support vector,0,moocML,mooc,373,397
471,bias variance trade-off,support vector machine,0,moocML,mooc,373,353
472,bias variance trade-off,svm optimization,0,moocML,mooc,373,0
473,bias variance trade-off,svm packages,0,moocML,mooc,373,316
474,test data,bias variance trade-off,1,moocML,mooc,324,373
475,test data set,bias variance trade-off,1,moocML,mooc,107,373
476,test error,bias variance trade-off,1,moocML,mooc,191,373
477,training data,bias variance trade-off,1,moocML,mooc,118,373
478,training data set,bias variance trade-off,1,moocML,mooc,147,373
479,training error,bias variance trade-off,1,moocML,mooc,236,373
480,tuning parameter,bias variance trade-off,1,moocML,mooc,36,373
481,validation set,bias variance trade-off,1,moocML,mooc,51,373
482,overfitting,bias variance trade-off,1,moocML,mooc,91,373
483,underfitting,bias variance trade-off,1,moocML,mooc,138,373
484,big data sets,cluster center,0,moocML,mooc,368,256
485,big data sets,cluster,0,moocML,mooc,368,157
486,big data sets,clustering algorithm,0,moocML,mooc,368,389
487,big data sets,collaborative filtering,0,moocML,mooc,368,161
488,big data sets,features,0,moocML,mooc,368,301
489,big data sets,computer vision,0,moocML,mooc,368,232
490,big data sets,coordinate descent,0,moocML,mooc,368,429
491,data set,big data sets,1,moocML,mooc,27,368
492,big data sets,decision tree,0,moocML,mooc,368,250
493,big data sets,deep learning,1,moocML,mooc,368,378
494,big data sets,deep neural network,1,moocML,mooc,368,349
495,big data sets,derivative term,0,moocML,mooc,368,120
496,big data sets,dimensionality reduction,0,moocML,mooc,368,421
497,big data sets,document retrieval,1,moocML,mooc,368,287
498,big data sets,expectation maximization,0,moocML,mooc,368,328
499,big data sets,gibbs sampler,0,moocML,mooc,368,123
500,big data sets,global minimum,0,moocML,mooc,368,171
501,big data sets,gradient algorithm,0,moocML,mooc,368,302
502,big data sets,gradient ascent,0,moocML,mooc,368,39
503,big data sets,gradient descent,0,moocML,mooc,368,298
504,big data sets,hidden unit,0,moocML,mooc,368,314
505,big data sets,hierarchical clustering,0,moocML,mooc,368,12
