conceptA,conceptB,isPrerequisite,dataset,file,conceptA_ind,conceptB_ind,fileB
21,745,0,pseudo,al_cpl,339,324,mooc
21,81,1,al_cpl,al_cpl,435,276,al_cpl
21,189,0,al_cpl,al_cpl,435,437,al_cpl
21,1502,1,al_cpl,al_cpl,435,210,al_cpl
21,704,0,al_cpl,al_cpl,435,434,al_cpl
21,1240,1,al_cpl,al_cpl,435,17,al_cpl
21,1093,1,al_cpl,al_cpl,435,298,al_cpl
21,1059,1,pseudo,al_cpl,298,295,al_cpl
21,1387,0,al_cpl,al_cpl,435,423,al_cpl
22,669,0,drive,drive,39,406,drive
22,37,0,drive,drive,39,40,drive
22,959,0,drive,drive,39,469,drive
22,613,0,drive,drive,39,479,drive
23,188,0,moocDSA,mooc,189,178,mooc
23,636,0,moocDSA,mooc,189,210,mooc
23,815,0,moocDSA,mooc,189,242,mooc
23,887,0,moocDSA,mooc,189,360,mooc
23,1175,0,moocDSA,mooc,189,333,mooc
24,544,0,al_cpl,al_cpl,242,328,al_cpl
24,51,0,al_cpl,al_cpl,242,386,al_cpl
24,50,0,al_cpl,al_cpl,242,59,al_cpl
25,600,0,drive,drive,401,354,drive
25,347,0,drive,drive,401,848,drive
26,173,0,drive,drive,372,371,drive
26,1177,0,drive,drive,372,818,drive
26,962,0,drive,drive,372,820,drive
26,1492,0,drive,drive,372,817,drive
26,532,0,drive,drive,372,379,drive
26,16,0,drive,drive,372,826,drive
26,1200,0,drive,drive,372,814,drive
27,862,0,drive,drive,10,441,drive
28,1136,0,drive,drive,188,564,drive
28,587,0,drive,drive,188,186,drive
28,1018,0,drive,drive,188,183,drive
29,1003,1,pseudo,mooc,303,73,al_cpl
29,603,0,pseudo,mooc,401,107,mooc
29,745,0,pseudo,mooc,339,324,mooc
29,966,0,pseudo,mooc,272,311,mooc
29,1021,0,moocDSA,mooc,244,340,mooc
29,326,0,moocDSA,mooc,244,158,mooc
29,429,1,moocML,mooc,244,16,mooc
29,1567,0,moocDSA,mooc,244,313,mooc
29,968,1,moocML,mooc,244,26,mooc
29,656,1,pseudo,mooc,491,438,al_cpl
29,1404,1,pseudo,mooc,193,365,al_cpl
29,205,1,moocDSA,mooc,244,184,mooc
29,261,0,moocDSA,mooc,244,215,mooc
29,277,1,moocML,mooc,244,100,mooc
29,1435,0,moocML,mooc,244,307,mooc
29,1294,1,moocML,mooc,244,64,mooc
29,489,0,moocDSA,mooc,244,72,mooc
29,1027,1,moocDSA,mooc,244,3,mooc
29,1189,1,moocDSA,mooc,244,6,mooc
29,1360,1,moocML,mooc,244,310,mooc
29,299,1,moocML,mooc,244,7,mooc
29,1377,0,moocDSA,mooc,244,154,mooc
29,561,0,moocML,mooc,244,218,mooc
29,1062,0,moocML,mooc,244,118,mooc
29,1563,1,moocDSA,mooc,244,433,mooc
29,1206,0,moocDSA,mooc,244,122,mooc
29,249,1,moocML,mooc,244,411,mooc
29,117,1,moocML,mooc,244,376,mooc
29,1205,1,moocML,mooc,244,430,mooc
29,7,0,moocDSA,mooc,244,86,mooc
30,669,0,drive,drive,40,406,drive
30,613,0,drive,drive,40,479,drive
30,996,1,drive,drive,40,420,drive
30,23,1,drive,drive,40,39,drive
30,369,0,pseudo,drive,272,237,mooc
30,1033,1,pseudo,drive,98,99,al_cpl
31,1192,1,al_cpl,al_cpl,338,530,al_cpl
32,844,0,al_cpl,al_cpl,378,97,al_cpl
32,1372,1,al_cpl,al_cpl,378,183,al_cpl
32,1343,1,al_cpl,al_cpl,378,534,al_cpl
32,1502,1,al_cpl,al_cpl,378,210,al_cpl
32,202,1,al_cpl,al_cpl,378,277,al_cpl
32,81,1,al_cpl,al_cpl,378,276,al_cpl
32,1057,0,al_cpl,al_cpl,378,431,al_cpl
32,913,0,al_cpl,al_cpl,378,390,al_cpl
32,369,0,pseudo,al_cpl,272,237,mooc
32,1240,1,al_cpl,al_cpl,378,17,al_cpl
32,745,0,pseudo,al_cpl,339,324,mooc
32,1363,1,al_cpl,al_cpl,378,139,al_cpl
32,1338,1,al_cpl,al_cpl,378,374,al_cpl
32,1289,1,pseudo,al_cpl,280,342,al_cpl
32,208,1,pseudo,al_cpl,280,8,al_cpl
32,1093,1,pseudo,al_cpl,435,298,al_cpl
32,881,0,pseudo,al_cpl,272,275,mooc
32,725,0,al_cpl,al_cpl,378,132,al_cpl
33,493,0,moocML,mooc,326,142,mooc
33,304,0,moocML,mooc,326,202,mooc
33,1548,0,moocML,mooc,326,347,mooc
33,439,1,moocML,mooc,326,182,mooc
33,423,1,moocML,mooc,326,358,mooc
33,1422,0,moocML,mooc,326,42,mooc
33,1212,0,moocML,mooc,326,372,mooc
33,1075,0,moocML,mooc,326,312,mooc
33,547,0,moocML,mooc,326,75,mooc
33,1063,0,moocML,mooc,326,18,mooc
33,199,0,moocML,mooc,326,298,mooc
33,1230,0,moocML,mooc,326,36,mooc
33,1218,0,moocML,mooc,326,241,mooc
33,387,0,moocML,mooc,326,31,mooc
33,1067,0,moocML,mooc,326,81,mooc
33,1257,0,moocML,mooc,326,45,mooc
33,93,0,moocML,mooc,326,381,mooc
33,561,0,moocML,mooc,326,218,mooc
33,944,0,moocML,mooc,326,409,mooc
33,885,0,moocML,mooc,326,314,mooc
33,341,0,moocML,mooc,326,284,mooc
33,178,0,moocML,mooc,326,355,mooc
33,201,0,moocML,mooc,326,315,mooc
33,662,0,moocML,mooc,326,80,mooc
33,878,0,moocML,mooc,326,4,mooc
34,844,0,al_cpl,al_cpl,71,97,al_cpl
34,1453,0,al_cpl,al_cpl,71,377,al_cpl
34,1502,1,al_cpl,al_cpl,71,210,al_cpl
35,546,1,al_cpl,al_cpl,144,188,al_cpl
35,1528,0,al_cpl,al_cpl,144,229,al_cpl
35,1341,0,al_cpl,al_cpl,144,290,al_cpl
35,964,0,al_cpl,al_cpl,144,537,al_cpl
35,588,0,al_cpl,al_cpl,144,539,al_cpl
35,1408,0,al_cpl,al_cpl,144,155,al_cpl
35,741,0,al_cpl,al_cpl,144,147,al_cpl
35,1553,0,al_cpl,al_cpl,144,145,al_cpl
35,693,0,al_cpl,al_cpl,144,289,al_cpl
35,586,0,al_cpl,al_cpl,144,120,al_cpl
35,1503,0,al_cpl,al_cpl,144,426,al_cpl
35,126,1,al_cpl,al_cpl,144,87,al_cpl
35,908,0,al_cpl,al_cpl,144,153,al_cpl
35,579,0,al_cpl,al_cpl,144,146,al_cpl
35,1146,0,al_cpl,al_cpl,144,333,al_cpl
35,1404,1,al_cpl,al_cpl,144,365,al_cpl
35,1211,0,al_cpl,al_cpl,144,152,al_cpl
35,1384,0,al_cpl,al_cpl,144,15,al_cpl
35,740,0,al_cpl,al_cpl,144,150,al_cpl
35,1174,0,al_cpl,al_cpl,144,246,al_cpl
36,1093,1,pseudo,drive,435,298,al_cpl
36,603,0,pseudo,drive,401,107,mooc
36,344,1,drive,drive,23,797,drive
36,1340,1,drive,drive,23,775,drive
36,210,1,drive,drive,23,456,drive
36,621,1,drive,drive,23,795,drive
36,551,1,drive,drive,23,448,drive
37,1093,1,pseudo,al_cpl,435,298,al_cpl
37,745,0,pseudo,al_cpl,339,324,mooc
37,1062,0,pseudo,al_cpl,272,118,mooc
37,1059,1,pseudo,al_cpl,298,295,al_cpl
37,1453,1,al_cpl,al_cpl,519,377,al_cpl
37,1240,1,al_cpl,al_cpl,519,17,al_cpl
37,1338,1,al_cpl,al_cpl,519,374,al_cpl
37,988,0,al_cpl,al_cpl,519,61,al_cpl
37,1363,1,al_cpl,al_cpl,519,139,al_cpl
37,202,1,al_cpl,al_cpl,519,277,al_cpl
37,1343,1,al_cpl,al_cpl,519,534,al_cpl
37,1502,1,al_cpl,al_cpl,519,210,al_cpl
37,392,1,al_cpl,al_cpl,519,518,al_cpl
37,81,1,al_cpl,al_cpl,519,276,al_cpl
37,475,0,al_cpl,al_cpl,519,404,al_cpl
38,509,0,pseudo,mooc,298,383,mooc
38,1437,0,pseudo,mooc,256,214,mooc
38,14,1,moocML,mooc,126,308,mooc
38,95,1,moocML,mooc,126,431,mooc
38,1422,0,moocML,mooc,126,42,mooc
38,616,0,moocML,mooc,126,28,mooc
38,1033,1,pseudo,mooc,98,99,al_cpl
38,1364,1,pseudo,mooc,427,486,al_cpl
38,986,0,moocML,mooc,126,287,mooc
38,736,0,moocML,mooc,126,362,mooc
38,1140,0,moocML,mooc,126,49,mooc
38,1056,0,moocML,mooc,126,292,mooc
38,1218,0,moocML,mooc,126,241,mooc
38,799,0,moocML,mooc,126,198,mooc
38,1514,0,moocML,mooc,126,264,mooc
38,317,0,moocML,mooc,126,147,mooc
38,1154,1,moocML,mooc,126,134,mooc
38,1063,1,moocML,mooc,126,18,mooc
38,382,0,moocML,mooc,126,171,mooc
38,688,1,moocML,mooc,126,236,mooc
38,620,0,moocML,mooc,126,146,mooc
38,277,0,moocML,mooc,126,100,mooc
38,944,0,moocML,mooc,126,409,mooc
38,1067,0,moocML,mooc,126,81,mooc
38,885,0,moocML,mooc,126,314,mooc
38,264,0,moocML,mooc,126,309,mooc
38,766,0,moocML,mooc,126,67,mooc
38,339,0,moocML,mooc,126,200,mooc
38,361,0,moocML,mooc,126,266,mooc
38,545,0,moocML,mooc,126,253,mooc
38,181,1,moocML,mooc,126,53,mooc
38,1029,0,moocML,mooc,126,161,mooc
38,429,0,moocML,mooc,126,16,mooc
38,843,0,moocML,mooc,126,130,mooc
38,1271,0,moocML,mooc,126,216,mooc
38,281,0,moocML,mooc,126,157,mooc
38,404,1,moocML,mooc,126,35,mooc
38,1223,1,moocML,mooc,126,108,mooc
38,662,0,moocML,mooc,126,80,mooc
38,1086,0,moocML,mooc,126,406,mooc
39,1591,1,drive,drive,325,309,drive
40,1014,0,drive,drive,26,458,drive
40,722,0,drive,drive,26,481,drive
40,1378,0,drive,drive,26,471,drive
40,1275,1,drive,drive,26,522,drive
40,1345,0,drive,drive,26,76,drive
41,404,0,moocML,mooc,14,35,mooc
41,248,0,moocML,mooc,14,185,mooc
41,47,0,moocML,mooc,14,126,mooc
41,545,0,moocML,mooc,14,253,mooc
41,547,0,moocML,mooc,14,75,mooc
41,162,0,moocML,mooc,14,69,mooc
41,1274,0,moocML,mooc,14,301,mooc
41,1140,0,moocML,mooc,14,49,mooc
41,1339,0,moocML,mooc,14,232,mooc
41,1533,0,moocML,mooc,14,273,mooc
41,306,0,moocML,mooc,14,113,mooc
42,119,0,al_cpl,al_cpl,59,388,al_cpl
42,1093,1,pseudo,al_cpl,435,298,al_cpl
42,1568,0,al_cpl,al_cpl,59,20,al_cpl
42,1277,0,al_cpl,al_cpl,59,315,al_cpl
42,252,0,al_cpl,al_cpl,59,258,al_cpl
42,232,0,al_cpl,al_cpl,59,98,al_cpl
42,965,0,al_cpl,al_cpl,59,343,al_cpl
42,802,1,al_cpl,al_cpl,59,26,al_cpl
42,1037,0,al_cpl,al_cpl,59,259,al_cpl
42,1167,0,al_cpl,al_cpl,59,173,al_cpl
42,542,0,al_cpl,al_cpl,59,206,al_cpl
42,1530,0,al_cpl,al_cpl,59,225,al_cpl
42,369,0,pseudo,al_cpl,272,237,mooc
42,359,0,al_cpl,al_cpl,59,464,al_cpl
42,1480,0,al_cpl,al_cpl,59,60,al_cpl
42,1574,1,al_cpl,al_cpl,59,483,al_cpl
42,652,0,al_cpl,al_cpl,59,204,al_cpl
43,50,0,al_cpl,al_cpl,386,59,al_cpl
43,217,0,al_cpl,al_cpl,386,182,al_cpl
43,29,1,al_cpl,al_cpl,386,242,al_cpl
43,180,1,pseudo,al_cpl,490,439,al_cpl
43,1033,1,pseudo,al_cpl,98,99,al_cpl
43,1289,1,pseudo,al_cpl,280,342,al_cpl
43,386,1,al_cpl,al_cpl,386,76,al_cpl
43,253,1,al_cpl,al_cpl,386,341,al_cpl
43,1512,1,al_cpl,al_cpl,386,490,al_cpl
43,1364,1,al_cpl,al_cpl,386,486,al_cpl
43,1093,1,pseudo,al_cpl,435,298,al_cpl
43,928,0,al_cpl,al_cpl,386,451,al_cpl
43,656,1,al_cpl,al_cpl,386,438,al_cpl
43,881,0,pseudo,al_cpl,272,275,mooc
43,603,0,pseudo,al_cpl,401,107,mooc
43,745,0,pseudo,al_cpl,339,324,mooc
43,369,0,pseudo,al_cpl,272,237,mooc
43,149,1,al_cpl,al_cpl,386,526,al_cpl
44,81,1,al_cpl,al_cpl,535,276,al_cpl
44,320,0,al_cpl,al_cpl,535,278,al_cpl
44,1551,1,al_cpl,al_cpl,535,214,al_cpl
44,169,0,al_cpl,al_cpl,535,30,al_cpl
44,1093,1,al_cpl,al_cpl,535,298,al_cpl
44,1502,1,pseudo,al_cpl,435,210,al_cpl
44,1338,1,pseudo,al_cpl,378,374,al_cpl
44,369,0,pseudo,al_cpl,272,237,mooc
44,745,0,pseudo,al_cpl,339,324,mooc
45,745,0,pseudo,drive,339,324,mooc
45,540,1,drive,drive,116,415,drive
45,1250,1,drive,drive,116,543,drive
45,571,1,drive,drive,116,542,drive
45,150,1,drive,drive,116,534,drive
45,1093,1,pseudo,drive,435,298,al_cpl
46,493,0,moocML,mooc,370,142,mooc
46,476,0,moocML,mooc,370,55,mooc
47,356,0,al_cpl,al_cpl,348,527,al_cpl
48,1075,0,moocML,mooc,401,312,mooc
48,1257,0,moocML,mooc,401,45,mooc
48,881,0,moocML,mooc,401,275,mooc
48,1514,0,moocML,mooc,401,264,mooc
48,1067,0,moocML,mooc,401,81,mooc
48,944,0,moocML,mooc,401,409,mooc
48,878,0,moocML,mooc,401,4,mooc
48,1437,0,moocML,mooc,401,214,mooc
48,1482,1,moocML,mooc,401,271,mooc
48,620,0,moocML,mooc,401,146,mooc
