,conceptA,conceptB,isPrerequisite,dataset,file,conceptA_ind,conceptB_ind
457,1030,493,0,moocML,mooc,373,142
458,1030,337,0,moocML,mooc,373,304
459,1030,1067,0,moocML,mooc,373,81
460,1030,477,0,moocML,mooc,373,416
461,1030,1212,0,moocML,mooc,373,372
462,1030,673,0,moocML,mooc,373,29
463,1030,881,0,moocML,mooc,373,275
464,201,1196,1,moocML,mooc,385,373
465,1030,1075,0,moocML,mooc,373,312
466,1030,878,1,moocML,mooc,373,4
467,1030,314,0,moocML,mooc,373,117
468,1030,561,0,moocML,mooc,373,218
469,1030,393,0,moocML,mooc,373,97
470,1030,124,0,moocML,mooc,373,397
471,1030,1259,0,moocML,mooc,373,353
472,1030,1582,0,moocML,mooc,373,0
473,1030,783,0,moocML,mooc,373,316
474,627,1196,1,moocML,mooc,324,373
475,512,1196,1,moocML,mooc,107,373
476,120,1196,1,moocML,mooc,191,373
477,913,1196,1,moocML,mooc,118,373
478,269,1196,1,moocML,mooc,147,373
479,584,1196,1,moocML,mooc,236,373
480,1063,1196,1,moocML,mooc,36,373
481,103,1196,1,moocML,mooc,51,373
482,548,1196,1,moocML,mooc,91,373
483,1235,1196,1,moocML,mooc,138,373
484,728,17,0,moocML,mooc,368,256
485,728,281,0,moocML,mooc,368,157
486,728,562,0,moocML,mooc,368,389
487,728,1029,0,moocML,mooc,368,161
488,728,1274,0,moocML,mooc,368,301
489,728,1339,0,moocML,mooc,368,232
490,728,426,0,moocML,mooc,368,429
491,1369,865,1,moocML,mooc,27,368
492,728,454,0,moocML,mooc,368,250
493,728,1015,1,moocML,mooc,368,378
494,728,649,1,moocML,mooc,368,349
495,728,443,0,moocML,mooc,368,120
496,728,1197,0,moocML,mooc,368,421
497,728,986,1,moocML,mooc,368,287
498,728,231,0,moocML,mooc,368,328
499,728,1010,0,moocML,mooc,368,123
500,728,382,0,moocML,mooc,368,171
501,728,1518,0,moocML,mooc,368,302
502,728,931,0,moocML,mooc,368,39
503,728,199,0,moocML,mooc,368,298
504,728,885,0,moocML,mooc,368,314
505,728,1349,0,moocML,mooc,368,12
506,728,1422,0,moocML,mooc,368,42
507,728,814,0,moocML,mooc,368,366
508,728,1133,0,moocML,mooc,368,112
509,728,1403,0,moocML,mooc,368,135
510,728,439,0,moocML,mooc,368,182
511,728,547,0,moocML,mooc,368,75
512,728,442,0,moocML,mooc,368,357
513,728,58,0,moocML,mooc,368,401
514,728,1056,0,moocML,mooc,368,292
515,728,1235,0,moocML,mooc,368,199
516,728,1154,0,moocML,mooc,368,134
517,728,662,0,moocML,mooc,368,80
518,728,602,0,moocML,mooc,368,377
519,728,404,0,moocML,mooc,368,35
520,728,944,0,moocML,mooc,368,409
521,728,503,0,moocML,mooc,368,296
522,728,754,0,moocML,mooc,368,238
523,728,264,0,moocML,mooc,368,309
524,728,125,0,moocML,mooc,368,438
525,728,1360,0,moocML,mooc,368,310
526,728,18,0,moocML,mooc,368,32
527,728,455,0,moocML,mooc,368,285
528,728,1063,1,moocML,mooc,368,18
529,728,616,0,moocML,mooc,368,28
530,728,1482,0,moocML,mooc,368,271
531,728,843,0,moocML,mooc,368,130
532,728,1097,0,moocML,mooc,368,363
533,728,493,0,moocML,mooc,368,142
534,728,369,0,moocML,mooc,368,237
535,728,799,0,moocML,mooc,368,198
536,728,299,0,moocML,mooc,368,7
537,728,1271,1,moocML,mooc,368,216
538,728,1075,0,moocML,mooc,368,312
539,728,520,0,moocML,mooc,368,149
540,728,1483,0,moocML,mooc,368,2
541,728,561,0,moocML,mooc,368,218
542,728,282,0,moocML,mooc,368,84
543,728,1533,0,moocML,mooc,368,273
544,728,1062,0,moocML,mooc,368,118
545,728,317,0,moocML,mooc,368,147
546,728,1214,0,moocML,mooc,368,181
547,728,134,0,moocML,mooc,368,51
548,728,646,0,moocML,mooc,368,91
549,14,633,0,moocML,mooc,308,352
550,38,14,1,moocML,mooc,126,308
551,14,592,0,moocML,mooc,308,148
552,204,14,1,moocML,mooc,185,308
553,1096,14,1,moocML,mooc,301,308
554,1369,14,1,moocML,mooc,27,308
555,14,339,0,moocML,mooc,308,200
556,14,454,0,moocML,mooc,308,250
557,14,895,0,moocML,mooc,308,422
558,14,628,0,moocML,mooc,308,30
559,14,632,0,moocML,mooc,308,230
560,14,446,0,moocML,mooc,308,364
561,14,779,0,moocML,mooc,308,180
562,14,283,0,moocML,mooc,308,88
563,14,1422,0,moocML,mooc,308,42
564,466,14,1,moocML,mooc,75,308
565,14,1154,0,moocML,mooc,308,134
566,14,662,0,moocML,mooc,308,80
567,14,404,0,moocML,mooc,308,35
568,14,944,0,moocML,mooc,308,409
569,427,14,1,moocML,mooc,296,308
570,636,14,1,moocML,mooc,238,308
571,14,181,1,moocML,mooc,308,53
572,978,14,1,moocML,mooc,49,308
573,14,1063,1,moocML,mooc,308,18
574,14,263,0,moocML,mooc,308,396
575,14,981,0,moocML,mooc,308,96
576,569,14,1,moocML,mooc,29,308
577,823,14,1,moocML,mooc,311,308
578,641,14,1,moocML,mooc,47,308
579,593,14,1,moocML,mooc,289,308
580,743,14,1,moocML,mooc,275,308
581,14,878,1,moocML,mooc,308,4
582,14,304,0,moocML,mooc,308,202
583,512,14,1,moocML,mooc,107,308
584,913,14,1,moocML,mooc,118,308
585,269,14,1,moocML,mooc,147,308
586,14,688,0,moocML,mooc,308,236
587,14,1055,0,moocML,mooc,308,41
588,14,134,0,moocML,mooc,308,51
589,844,592,0,moocML,mooc,345,148
590,844,1339,0,moocML,mooc,345,232
591,1369,991,1,moocML,mooc,27,345
592,844,653,0,moocML,mooc,345,209
593,844,339,0,moocML,mooc,345,200
594,844,454,0,moocML,mooc,345,250
595,844,162,0,moocML,mooc,345,69
596,844,446,0,moocML,mooc,345,364
597,844,779,0,moocML,mooc,345,180
598,844,283,0,moocML,mooc,345,88
599,466,991,1,moocML,mooc,75,345
600,374,991,1,moocML,mooc,357,345
601,844,404,0,moocML,mooc,345,35
602,844,944,0,moocML,mooc,345,409
603,427,991,1,moocML,mooc,296,345
604,636,991,1,moocML,mooc,238,345
605,844,1075,0,moocML,mooc,345,312
606,844,520,0,moocML,mooc,345,149
607,913,991,1,moocML,mooc,118,345
608,844,688,0,moocML,mooc,345,236
609,923,991,1,moocML,mooc,105,345
610,1057,49,1,moocML,mooc,108,14
611,38,1223,1,moocML,mooc,126,108
612,1057,1274,0,moocML,mooc,108,301
613,1151,1223,1,moocML,mooc,232,108
614,1369,1223,1,moocML,mooc,27,108
615,1057,162,0,moocML,mooc,108,69
616,1057,885,0,moocML,mooc,108,314
617,1057,439,0,moocML,mooc,108,182
618,1057,547,0,moocML,mooc,108,75
619,374,1223,1,moocML,mooc,357,108
620,906,1223,1,moocML,mooc,292,108
621,1057,404,0,moocML,mooc,108,35
622,427,1223,1,moocML,mooc,296,108
623,1053,1223,1,moocML,mooc,241,108
624,220,1223,1,moocML,mooc,309,108
625,1057,1514,0,moocML,mooc,108,264
626,464,1223,1,moocML,mooc,253,108
627,1057,306,1,moocML,mooc,108,113
628,627,1223,1,moocML,mooc,324,108
629,512,1223,1,moocML,mooc,107,108
630,913,1223,1,moocML,mooc,118,108
631,269,1223,1,moocML,mooc,147,108
632,41,47,0,moocML,mooc,14,126
633,41,248,0,moocML,mooc,14,185
634,41,1274,0,moocML,mooc,14,301
635,41,1339,0,moocML,mooc,14,232
636,41,162,0,moocML,mooc,14,69
637,41,283,0,moocML,mooc,14,88
638,41,547,0,moocML,mooc,14,75
639,374,49,1,moocML,mooc,357,14
640,906,49,1,moocML,mooc,292,14
641,41,404,0,moocML,mooc,14,35
642,427,49,1,moocML,mooc,296,14
643,1053,49,1,moocML,mooc,241,14
644,220,49,1,moocML,mooc,309,14
645,41,1140,0,moocML,mooc,14,49
646,41,545,0,moocML,mooc,14,253
647,41,1431,0,moocML,mooc,14,1
648,41,306,0,moocML,mooc,14,113
649,41,966,0,moocML,mooc,14,311
650,41,1533,0,moocML,mooc,14,273
651,627,49,1,moocML,mooc,324,14
652,512,49,1,moocML,mooc,107,14
653,913,49,1,moocML,mooc,118,14
654,269,49,1,moocML,mooc,147,14
655,540,592,0,moocML,mooc,352,148
656,204,633,1,moocML,mooc,185,352
657,540,1274,0,moocML,mooc,352,301
658,540,1339,0,moocML,mooc,352,232
659,540,234,1,moocML,mooc,352,257
660,540,401,1,moocML,mooc,352,56
661,540,963,0,moocML,mooc,352,404
662,1369,633,1,moocML,mooc,27,352
663,540,685,0,moocML,mooc,352,159
664,540,1015,0,moocML,mooc,352,378
665,540,895,1,moocML,mooc,352,422
666,303,633,1,moocML,mooc,266,352
667,540,692,1,moocML,mooc,352,131
668,540,628,1,moocML,mooc,352,30
669,540,632,1,moocML,mooc,352,230
670,540,871,0,moocML,mooc,352,394
671,540,766,0,moocML,mooc,352,67
672,540,1153,0,moocML,mooc,352,132
673,540,779,0,moocML,mooc,352,180
