Unnamed: 0,conceptA,conceptB,isPrerequisite,dataset,file,conceptA_ind,conceptB_ind
15183,4,411,0,al_cpl,al_cpl,193,266
11041,4,971,1,drive,drive,254,777
11186,4,96,0,drive,drive,254,251
16408,4,733,0,al_cpl,al_cpl,193,373
9220,5,848,0,moocDSA,mooc,86,386
9047,5,1206,1,moocDSA,mooc,86,122
9181,5,19,1,moocDSA,mooc,86,365
9054,5,1563,1,moocDSA,mooc,86,433
9219,5,251,0,moocDSA,mooc,86,23
9222,5,1522,0,moocDSA,mooc,86,235
9221,5,1489,0,moocDSA,mooc,86,400
7567,5,345,1,moocDSA,mooc,86,192
12447,6,1003,1,al_cpl,al_cpl,303,73
12692,6,980,0,al_cpl,al_cpl,303,375
12538,6,1494,0,al_cpl,al_cpl,303,309
12313,6,660,1,al_cpl,al_cpl,303,272
12224,6,1277,0,al_cpl,al_cpl,303,315
12838,6,386,0,al_cpl,al_cpl,303,76
12267,6,1167,0,al_cpl,al_cpl,303,173
12347,6,879,1,al_cpl,al_cpl,303,74
9713,7,150,1,drive,drive,132,534
9757,7,409,1,drive,drive,132,115
9247,8,923,0,moocDSA,mooc,151,419
8093,8,1490,1,moocDSA,mooc,151,223
8834,8,1513,1,moocDSA,mooc,151,342
8353,8,1291,1,moocDSA,mooc,151,290
12348,9,1510,0,al_cpl,al_cpl,427,408
12320,9,469,0,al_cpl,al_cpl,427,500
12724,9,840,0,al_cpl,al_cpl,427,267
12442,9,273,0,al_cpl,al_cpl,427,281
12552,9,1364,0,al_cpl,al_cpl,427,486
12840,9,660,0,al_cpl,al_cpl,427,272
12110,9,641,0,al_cpl,al_cpl,427,101
12544,9,802,1,al_cpl,al_cpl,427,26
12725,9,980,0,al_cpl,al_cpl,427,375
12085,9,786,0,al_cpl,al_cpl,427,492
12441,9,119,0,al_cpl,al_cpl,427,388
12668,9,876,0,al_cpl,al_cpl,427,27
7250,10,887,0,moocDSA,mooc,323,360
7248,10,19,0,moocDSA,mooc,323,365
7245,10,717,1,moocDSA,mooc,323,249
7249,10,916,0,moocDSA,mooc,323,435
7246,10,214,1,moocDSA,mooc,323,281
7247,10,445,0,moocDSA,mooc,323,93
9993,11,1244,0,drive,drive,205,583
11725,11,967,1,drive,drive,205,204
11842,11,1028,1,drive,drive,205,33
16054,12,200,0,al_cpl,al_cpl,511,209
15085,12,936,0,al_cpl,al_cpl,511,467
16416,12,1404,1,al_cpl,al_cpl,511,365
14631,12,1570,1,al_cpl,al_cpl,511,422
15712,12,1503,0,al_cpl,al_cpl,511,426
15444,12,285,0,al_cpl,al_cpl,511,415
16253,12,995,1,al_cpl,al_cpl,511,425
14735,12,588,1,al_cpl,al_cpl,511,539
15253,12,260,1,al_cpl,al_cpl,511,19
15614,12,1125,1,al_cpl,al_cpl,511,271
16421,12,884,0,al_cpl,al_cpl,511,475
9840,13,1305,0,drive,drive,161,555
9945,13,1405,0,drive,drive,161,279
9809,13,1031,0,drive,drive,161,548
9828,13,720,0,drive,drive,161,554
562,14,283,0,moocML,mooc,308,88
560,14,446,0,moocML,mooc,308,364
586,14,688,0,moocML,mooc,308,236
551,14,592,0,moocML,mooc,308,148
573,14,1063,1,moocML,mooc,308,18
568,14,944,0,moocML,mooc,308,409
588,14,134,0,moocML,mooc,308,51
587,14,1055,0,moocML,mooc,308,41
571,14,181,1,moocML,mooc,308,53
556,14,454,0,moocML,mooc,308,250
575,14,981,0,moocML,mooc,308,96
563,14,1422,0,moocML,mooc,308,42
574,14,263,0,moocML,mooc,308,396
566,14,662,0,moocML,mooc,308,80
549,14,633,0,moocML,mooc,308,352
558,14,628,0,moocML,mooc,308,30
12173,15,1597,1,al_cpl,al_cpl,327,331
12697,15,405,0,al_cpl,al_cpl,327,190
12337,15,542,1,al_cpl,al_cpl,327,206
968,16,616,0,moocML,mooc,256,28
966,16,18,0,moocML,mooc,256,32
965,16,1039,0,moocML,mooc,256,38
969,16,493,0,moocML,mooc,256,142
961,16,754,0,moocML,mooc,256,238
937,16,1205,0,moocML,mooc,256,430
943,16,1141,0,moocML,mooc,256,239
957,16,1209,0,moocML,mooc,256,424
964,16,1360,0,moocML,mooc,256,310
952,16,547,0,moocML,mooc,256,75
946,16,432,0,moocML,mooc,256,17
935,16,1274,0,moocML,mooc,256,301
977,16,317,0,moocML,mooc,256,147
958,16,404,0,moocML,mooc,256,35
940,16,231,0,moocML,mooc,256,328
948,16,814,1,moocML,mooc,256,366
953,16,442,0,moocML,mooc,256,357
956,16,602,0,moocML,mooc,256,377
955,16,1437,0,moocML,mooc,256,214
973,16,299,0,moocML,mooc,256,7
945,16,283,0,moocML,mooc,256,88
970,16,369,0,moocML,mooc,256,237
967,16,455,0,moocML,mooc,256,285
950,16,1133,0,moocML,mooc,256,112
941,16,943,0,moocML,mooc,256,144
959,16,944,0,moocML,mooc,256,409
939,16,986,0,moocML,mooc,256,287
936,16,426,0,moocML,mooc,256,429
974,16,1483,0,moocML,mooc,256,2
954,16,662,0,moocML,mooc,256,80
971,16,961,0,moocML,mooc,256,102
960,16,503,0,moocML,mooc,256,296
963,16,429,0,moocML,mooc,256,16
5745,17,1062,0,moocML,mooc,32,118
5744,17,1533,0,moocML,mooc,32,273
5739,17,843,0,moocML,mooc,32,130
4184,17,900,1,moocML,mooc,32,277
5742,17,299,0,moocML,mooc,32,7
5741,17,881,0,moocML,mooc,32,275
9923,18,313,0,drive,drive,189,569
9864,18,1593,0,drive,drive,189,196
9183,19,887,0,moocDSA,mooc,365,360
9178,19,1175,0,moocDSA,mooc,365,333
8007,19,1334,1,moocDSA,mooc,365,119
3866,20,1105,1,moocML,mooc,339,52
3873,20,852,0,moocML,mooc,339,48
3885,20,688,0,moocML,mooc,339,236
3883,20,1062,0,moocML,mooc,339,118
3888,20,646,0,moocML,mooc,339,91
3872,20,244,0,moocML,mooc,339,385
1664,20,1205,1,moocML,mooc,339,430
3867,20,630,1,moocML,mooc,339,269
3863,20,944,0,moocML,mooc,339,409
3877,20,601,0,moocML,mooc,339,197
3886,20,1230,0,moocML,mooc,339,36
3876,20,878,0,moocML,mooc,339,4
3880,20,745,0,moocML,mooc,339,324
3868,20,93,1,moocML,mooc,339,381
3858,20,1133,0,moocML,mooc,339,112
3860,20,1257,0,moocML,mooc,339,45
3887,20,134,0,moocML,mooc,339,51
3882,20,156,0,moocML,mooc,339,191
3073,20,943,1,moocML,mooc,339,144
3878,20,561,0,moocML,mooc,339,218
3870,20,186,1,moocML,mooc,339,183
3874,20,36,0,moocML,mooc,339,244
3869,20,463,0,moocML,mooc,339,8
3864,20,503,0,moocML,mooc,339,296
3865,20,1218,0,moocML,mooc,339,241
13681,21,1240,1,al_cpl,al_cpl,435,17
14103,21,81,1,al_cpl,al_cpl,435,276
14301,21,189,0,al_cpl,al_cpl,435,437
18136,21,1502,1,al_cpl,al_cpl,435,210
14220,21,704,0,al_cpl,al_cpl,435,434
14541,21,1387,0,al_cpl,al_cpl,435,423
17033,21,1093,1,al_cpl,al_cpl,435,298
9420,22,613,0,drive,drive,39,479
9377,22,669,0,drive,drive,39,406
9491,22,37,0,drive,drive,39,40
9389,22,959,0,drive,drive,39,469
9110,23,188,0,moocDSA,mooc,189,178
9113,23,636,0,moocDSA,mooc,189,210
9109,23,815,0,moocDSA,mooc,189,242
9112,23,887,0,moocDSA,mooc,189,360
9111,23,1175,0,moocDSA,mooc,189,333
12279,24,544,0,al_cpl,al_cpl,242,328
12549,24,51,0,al_cpl,al_cpl,242,386
12069,24,50,0,al_cpl,al_cpl,242,59
11628,25,600,0,drive,drive,401,354
11566,25,347,0,drive,drive,401,848
11423,26,1200,0,drive,drive,372,814
11428,26,532,0,drive,drive,372,379
11435,26,1492,0,drive,drive,372,817
11474,26,16,0,drive,drive,372,826
11450,26,962,0,drive,drive,372,820
11438,26,1177,0,drive,drive,372,818
11456,26,173,0,drive,drive,372,371
9266,27,862,0,drive,drive,10,441
9897,28,1136,0,drive,drive,188,564
10021,28,587,0,drive,drive,188,186
9869,28,1018,0,drive,drive,188,183
6365,29,968,1,moocML,mooc,244,26
5513,29,429,1,moocML,mooc,244,16
9012,29,1567,0,moocDSA,mooc,244,313
9015,29,261,0,moocDSA,mooc,244,215
9018,29,326,0,moocDSA,mooc,244,158
9013,29,1021,0,moocDSA,mooc,244,340
9000,29,205,1,moocDSA,mooc,244,184
5481,29,277,1,moocML,mooc,244,100
6381,29,1435,0,moocML,mooc,244,307
6371,29,117,1,moocML,mooc,244,376
3172,29,249,1,moocML,mooc,244,411
9010,29,1206,0,moocDSA,mooc,244,122
9011,29,1563,1,moocDSA,mooc,244,433
6382,29,1062,0,moocML,mooc,244,118
1684,29,1205,1,moocML,mooc,244,430
9009,29,1377,0,moocDSA,mooc,244,154
6366,29,299,1,moocML,mooc,244,7
6379,29,561,0,moocML,mooc,244,218
8563,29,1189,1,moocDSA,mooc,244,6
9004,29,1027,1,moocDSA,mooc,244,3
9014,29,489,0,moocDSA,mooc,244,72
5613,29,1360,1,moocML,mooc,244,310
9017,29,7,0,moocDSA,mooc,244,86
6380,29,1294,1,moocML,mooc,244,64
9486,30,23,1,drive,drive,40,39
9490,30,996,1,drive,drive,40,420
9421,30,613,0,drive,drive,40,479
9378,30,669,0,drive,drive,40,406
18548,31,1192,1,al_cpl,al_cpl,338,530
14225,32,1363,1,al_cpl,al_cpl,378,139
14396,32,1502,1,al_cpl,al_cpl,378,210
12928,32,725,0,al_cpl,al_cpl,378,132
13309,32,1338,1,al_cpl,al_cpl,378,374
14533,32,1343,1,al_cpl,al_cpl,378,534
14475,32,1057,0,al_cpl,al_cpl,378,431
13036,32,844,0,al_cpl,al_cpl,378,97
13583,32,81,1,al_cpl,al_cpl,378,276
13626,32,913,0,al_cpl,al_cpl,378,390
13557,32,202,1,al_cpl,al_cpl,378,277
14277,32,1372,1,al_cpl,al_cpl,378,183
13703,32,1240,1,al_cpl,al_cpl,378,17
1824,33,561,0,moocML,mooc,326,218
1819,33,387,0,moocML,mooc,326,31
1814,33,493,0,moocML,mooc,326,142
1796,33,1548,0,moocML,mooc,326,347
1802,33,439,1,moocML,mooc,326,182
1812,33,423,1,moocML,mooc,326,358
1799,33,1422,0,moocML,mooc,326,42
1817,33,1212,0,moocML,mooc,326,372
1820,33,1075,0,moocML,mooc,326,312
1803,33,547,0,moocML,mooc,326,75
1813,33,1063,0,moocML,mooc,326,18
1795,33,199,0,moocML,mooc,326,298
1831,33,1230,0,moocML,mooc,326,36
1809,33,1218,0,moocML,mooc,326,241
1823,33,304,0,moocML,mooc,326,202
1821,33,878,0,moocML,mooc,326,4
1805,33,1257,0,moocML,mooc,326,45
1810,33,93,0,moocML,mooc,326,381
1815,33,1067,0,moocML,mooc,326,81
1807,33,944,0,moocML,mooc,326,409
1797,33,885,0,moocML,mooc,326,314
1798,33,341,0,moocML,mooc,326,284
1816,33,178,0,moocML,mooc,326,355
1800,33,201,0,moocML,mooc,326,315
1806,33,662,0,moocML,mooc,326,80
13245,34,844,0,al_cpl,al_cpl,71,97
13478,34,1453,0,al_cpl,al_cpl,71,377
13495,34,1502,1,al_cpl,al_cpl,71,210
15781,35,546,1,al_cpl,al_cpl,144,188
15515,35,1341,0,al_cpl,al_cpl,144,290
15210,35,964,0,al_cpl,al_cpl,144,537
15854,35,588,0,al_cpl,al_cpl,144,539
14936,35,1408,0,al_cpl,al_cpl,144,155
15883,35,741,0,al_cpl,al_cpl,144,147
15592,35,1553,0,al_cpl,al_cpl,144,145
14704,35,693,0,al_cpl,al_cpl,144,289
16145,35,586,0,al_cpl,al_cpl,144,120
14572,35,1503,0,al_cpl,al_cpl,144,426
15072,35,126,1,al_cpl,al_cpl,144,87
16348,35,908,0,al_cpl,al_cpl,144,153
16268,35,579,0,al_cpl,al_cpl,144,146
15905,35,1174,0,al_cpl,al_cpl,144,246
15833,35,1528,0,al_cpl,al_cpl,144,229
15269,35,1146,0,al_cpl,al_cpl,144,333
14789,35,1404,1,al_cpl,al_cpl,144,365
16399,35,1211,0,al_cpl,al_cpl,144,152
15529,35,1384,0,al_cpl,al_cpl,144,15
15239,35,740,0,al_cpl,al_cpl,144,150
11861,36,344,1,drive,drive,23,797
11804,36,1340,1,drive,drive,23,775
9347,36,210,1,drive,drive,23,456
11776,36,621,1,drive,drive,23,795
9298,36,551,1,drive,drive,23,448
14219,37,1338,1,al_cpl,al_cpl,519,374
13596,37,988,0,al_cpl,al_cpl,519,61
13932,37,1363,1,al_cpl,al_cpl,519,139
13134,37,1343,1,al_cpl,al_cpl,519,534
13856,37,81,1,al_cpl,al_cpl,519,276
12954,37,475,0,al_cpl,al_cpl,519,404
13788,37,1240,1,al_cpl,al_cpl,519,17
13140,37,392,1,al_cpl,al_cpl,519,518
13618,37,1502,1,al_cpl,al_cpl,519,210
14391,37,1453,1,al_cpl,al_cpl,519,377
14477,37,202,1,al_cpl,al_cpl,519,277
726,38,1422,0,moocML,mooc,126,42
748,38,616,0,moocML,mooc,126,28
719,38,986,0,moocML,mooc,126,287
718,38,736,0,moocML,mooc,126,362
550,38,14,1,moocML,mooc,126,308
745,38,1140,0,moocML,mooc,126,49
766,38,95,1,moocML,mooc,126,431
731,38,1056,0,moocML,mooc,126,292
720,38,361,0,moocML,mooc,126,266
749,38,545,0,moocML,mooc,126,253
744,38,181,1,moocML,mooc,126,53
756,38,1271,0,moocML,mooc,126,216
743,38,429,0,moocML,mooc,126,16
750,38,843,0,moocML,mooc,126,130
727,38,1086,0,moocML,mooc,126,406
711,38,281,0,moocML,mooc,126,157
734,38,404,1,moocML,mooc,126,35
611,38,1223,1,moocML,mooc,126,108
733,38,662,0,moocML,mooc,126,80
716,38,339,0,moocML,mooc,126,200
712,38,1029,0,moocML,mooc,126,161
739,38,264,0,moocML,mooc,126,309
725,38,885,0,moocML,mooc,126,314
751,38,1067,0,moocML,mooc,126,81
735,38,944,0,moocML,mooc,126,409
721,38,766,0,moocML,mooc,126,67
742,38,277,0,moocML,mooc,126,100
758,38,620,0,moocML,mooc,126,146
765,38,688,1,moocML,mooc,126,236
738,38,1218,0,moocML,mooc,126,241
723,38,382,0,moocML,mooc,126,171
746,38,1063,1,moocML,mooc,126,18
732,38,1154,1,moocML,mooc,126,134
764,38,317,0,moocML,mooc,126,147
740,38,1514,0,moocML,mooc,126,264
752,38,799,0,moocML,mooc,126,198
10871,39,1591,1,drive,drive,325,309
9353,40,1014,0,drive,drive,26,458
9425,40,722,0,drive,drive,26,481
9402,40,1378,0,drive,drive,26,471
9572,40,1275,1,drive,drive,26,522
9469,40,1345,0,drive,drive,26,76
645,41,1140,0,moocML,mooc,14,49
634,41,1274,0,moocML,mooc,14,301
650,41,1533,0,moocML,mooc,14,273
638,41,547,0,moocML,mooc,14,75
633,41,248,0,moocML,mooc,14,185
636,41,162,0,moocML,mooc,14,69
641,41,404,0,moocML,mooc,14,35
648,41,306,0,moocML,mooc,14,113
635,41,1339,0,moocML,mooc,14,232
632,41,47,0,moocML,mooc,14,126
646,41,545,0,moocML,mooc,14,253
12152,42,1277,0,al_cpl,al_cpl,59,315
12522,42,652,0,al_cpl,al_cpl,59,204
12150,42,1480,0,al_cpl,al_cpl,59,60
12294,42,359,0,al_cpl,al_cpl,59,464
12094,42,1530,0,al_cpl,al_cpl,59,225
12316,42,252,0,al_cpl,al_cpl,59,258
12200,42,119,0,al_cpl,al_cpl,59,388
12691,42,1568,0,al_cpl,al_cpl,59,20
12352,42,1574,1,al_cpl,al_cpl,59,483
12498,42,1167,0,al_cpl,al_cpl,59,173
12064,42,1037,0,al_cpl,al_cpl,59,259
12077,42,802,1,al_cpl,al_cpl,59,26
12750,42,965,0,al_cpl,al_cpl,59,343
12091,42,232,0,al_cpl,al_cpl,59,98
12640,42,542,0,al_cpl,al_cpl,59,206
12418,43,1512,1,al_cpl,al_cpl,386,490
12540,43,253,1,al_cpl,al_cpl,386,341
12844,43,386,1,al_cpl,al_cpl,386,76
12865,43,29,1,al_cpl,al_cpl,386,242
12642,43,217,0,al_cpl,al_cpl,386,182
12448,43,50,0,al_cpl,al_cpl,386,59
12277,43,1364,1,al_cpl,al_cpl,386,486
12212,43,928,0,al_cpl,al_cpl,386,451
12171,43,149,1,al_cpl,al_cpl,386,526
12080,43,656,1,al_cpl,al_cpl,386,438
17156,44,320,0,al_cpl,al_cpl,535,278
17114,44,1551,1,al_cpl,al_cpl,535,214
17411,44,169,0,al_cpl,al_cpl,535,30
16536,44,1093,1,al_cpl,al_cpl,535,298
17343,44,81,1,al_cpl,al_cpl,535,276
9719,45,150,1,drive,drive,116,534
9745,45,571,1,drive,drive,116,542
9754,45,1250,1,drive,drive,116,543
9651,45,540,1,drive,drive,116,415
1473,46,476,0,moocML,mooc,370,55
1474,46,493,0,moocML,mooc,370,142
18071,47,356,0,al_cpl,al_cpl,348,527
4626,48,881,0,moocML,mooc,401,275
4614,48,1514,0,moocML,mooc,401,264
4623,48,1067,0,moocML,mooc,401,81
4611,48,944,0,moocML,mooc,401,409
4630,48,878,0,moocML,mooc,401,4
4609,48,1437,0,moocML,mooc,401,214
4628,48,1075,0,moocML,mooc,401,312
4619,48,1482,1,moocML,mooc,401,271
4629,48,620,0,moocML,mooc,401,146
4625,48,966,0,moocML,mooc,401,311
4618,48,616,0,moocML,mooc,401,28
4613,48,1218,0,moocML,mooc,401,241
4608,48,1401,0,moocML,mooc,401,170
4610,48,404,0,moocML,mooc,401,35
4607,48,662,0,moocML,mooc,401,80
4635,48,1062,0,moocML,mooc,401,118
224,48,855,1,moocML,mooc,401,417
4633,48,282,1,moocML,mooc,401,84
4606,48,1235,0,moocML,mooc,401,199
4637,48,646,0,moocML,mooc,401,91
4622,48,493,0,moocML,mooc,401,142
4634,48,603,0,moocML,mooc,401,107
4636,48,317,0,moocML,mooc,401,147
4624,48,799,0,moocML,mooc,401,198
4616,48,1063,1,moocML,mooc,401,18
4605,48,1257,0,moocML,mooc,401,45
11514,49,1117,0,drive,drive,53,838
10929,49,1346,1,drive,drive,53,739
9455,49,1034,0,drive,drive,53,291
11558,49,1191,0,drive,drive,53,45
11676,49,451,0,drive,drive,53,873
11543,49,777,0,drive,drive,53,841
11995,49,1145,0,drive,drive,53,893
11595,49,1296,0,drive,drive,53,852
11604,49,557,0,drive,drive,53,302
10927,49,1572,1,drive,drive,53,387
10930,49,731,1,drive,drive,53,388
9401,49,91,0,drive,drive,53,294
11649,49,1585,0,drive,drive,53,863
11522,49,250,0,drive,drive,53,46
8386,50,1175,0,moocDSA,mooc,434,333
8362,50,415,0,moocDSA,mooc,434,37
8379,50,1021,0,moocDSA,mooc,434,340
8373,50,1027,1,moocDSA,mooc,434,3
8390,50,887,0,moocDSA,mooc,434,360
8383,50,815,0,moocDSA,mooc,434,242
8359,50,1189,0,moocDSA,mooc,434,6
8366,50,396,0,moocDSA,mooc,434,262
8391,50,326,0,moocDSA,mooc,434,158
8374,50,36,0,moocDSA,mooc,434,244
8365,50,1127,0,moocDSA,mooc,434,195
8361,50,1213,0,moocDSA,mooc,434,303
8388,50,916,0,moocDSA,mooc,434,435
8376,50,1206,0,moocDSA,mooc,434,122
8384,50,489,0,moocDSA,mooc,434,72
8387,50,1170,0,moocDSA,mooc,434,116
7769,50,934,1,moocDSA,mooc,434,361
8369,50,864,0,moocDSA,mooc,434,164
8392,50,1522,0,moocDSA,mooc,434,235
8382,50,1314,0,moocDSA,mooc,434,40
8368,50,214,0,moocDSA,mooc,434,281
8363,50,827,0,moocDSA,mooc,434,426
8371,50,445,0,moocDSA,mooc,434,93
8377,50,635,0,moocDSA,mooc,434,341
8375,50,1377,0,moocDSA,mooc,434,154
8380,50,257,0,moocDSA,mooc,434,291
8367,50,1221,0,moocDSA,mooc,434,94
8364,50,1418,0,moocDSA,mooc,434,212
8381,50,1194,0,moocDSA,mooc,434,208
11496,51,800,0,drive,drive,385,836
11563,51,1359,0,drive,drive,385,846
11490,51,891,0,drive,drive,385,835
12019,51,718,0,drive,drive,385,904
12000,51,1132,0,drive,drive,385,896
11606,51,915,0,drive,drive,385,853
11988,51,769,0,drive,drive,385,891
4875,52,878,0,moocML,mooc,63,4
4868,52,463,0,moocML,mooc,63,8
4874,52,1075,0,moocML,mooc,63,312
4880,52,317,0,moocML,mooc,63,147
4877,52,745,0,moocML,mooc,63,324
4860,52,830,0,moocML,mooc,63,227
3210,52,711,1,moocML,mooc,63,299
4870,52,423,0,moocML,mooc,63,358
4869,52,1039,0,moocML,mooc,63,38
4871,52,455,0,moocML,mooc,63,285
4859,52,662,1,moocML,mooc,63,80
4882,52,646,0,moocML,mooc,63,91
4881,52,688,0,moocML,mooc,63,236
4788,52,1154,1,moocML,mooc,63,134
4873,52,195,0,moocML,mooc,63,174
4867,52,93,0,moocML,mooc,63,381
9876,53,1018,0,drive,drive,184,183
10023,53,587,0,drive,drive,184,186
9858,53,35,0,drive,drive,184,188
9863,53,1593,0,drive,drive,184,196
9922,53,313,0,drive,drive,184,569
9833,53,720,0,drive,drive,184,554
6319,54,1055,0,moocML,mooc,11,41
6316,54,1271,0,moocML,mooc,11,216
16202,55,1146,0,al_cpl,al_cpl,215,333
15834,55,1318,1,al_cpl,al_cpl,215,128
16461,55,822,0,al_cpl,al_cpl,215,219
15918,55,5,1,al_cpl,al_cpl,215,193
15414,55,336,1,al_cpl,al_cpl,215,294
15980,55,990,1,al_cpl,al_cpl,215,381
16363,55,143,0,al_cpl,al_cpl,215,200
15110,55,994,0,al_cpl,al_cpl,215,198
14841,55,1351,1,al_cpl,al_cpl,215,218
14655,55,1404,1,al_cpl,al_cpl,215,365
14850,55,115,1,al_cpl,al_cpl,215,170
15879,55,597,1,al_cpl,al_cpl,215,476
10006,56,1248,0,drive,drive,153,585
9852,56,925,0,drive,drive,153,557
9983,56,1505,1,drive,drive,153,154
9999,56,1322,0,drive,drive,153,584
9901,56,1125,1,drive,drive,153,151
9928,56,838,0,drive,drive,153,571
9779,56,311,0,drive,drive,153,547
16678,57,1093,1,al_cpl,al_cpl,306,298
18277,58,1440,1,al_cpl,al_cpl,280,165
16527,58,1093,1,al_cpl,al_cpl,280,298
18160,58,999,1,al_cpl,al_cpl,280,201
16625,58,1376,0,al_cpl,al_cpl,280,7
17368,58,1186,1,al_cpl,al_cpl,280,239
18245,58,765,1,al_cpl,al_cpl,280,279
17554,58,208,1,al_cpl,al_cpl,280,8
16756,58,1496,0,al_cpl,al_cpl,280,324
17103,58,1289,1,al_cpl,al_cpl,280,342
